Date,AAPL,ADBE,AMZN,GOOGL,META,MSFT,NFLX,NVDA,TSLA,^GSPC
2023-07-18,192.27224731445312,532.22998046875,132.8300018310547,123.31298065185547,310.86248779296875,355.34661865234375,474.79998779296875,47.47245407104492,293.3399963378906,4554.97998046875
2023-07-19,193.63192749023438,527.1699829101562,135.36000061035156,121.58922576904297,314.8074645996094,350.98748779296875,477.5899963378906,47.05564498901367,291.260009765625,4565.72021484375
2023-07-20,191.67677307128906,516.8800048828125,129.9600067138672,118.76945495605469,301.3687438964844,342.8720703125,437.4200134277344,45.49934387207031,262.8999938964844,4534.8701171875
2023-07-21,190.4957275390625,520.22998046875,130.0,119.58648681640625,293.1402282714844,339.80780029296875,427.5,44.28889846801758,260.0199890136719,4536.33984375
2023-07-24,191.29962158203125,523.8599853515625,128.8000030517578,121.09103393554688,290.50030517578125,341.13232421875,428.3699951171875,44.591758728027344,269.05999755859375,4554.64013671875
2023-07-25,192.16307067871094,525.3400268554688,129.1300048828125,121.7685775756836,293.34942626953125,346.9347229003906,427.70001220703125,45.65827560424805,265.2799987792969,4567.4599609375
2023-07-26,193.0364532470703,514.5499877929688,128.14999389648438,128.80308532714844,297.433837890625,333.8769226074219,422.6700134277344,45.43138122558594,264.3500061035156,4566.75
2023-07-27,191.7660675048828,513.969970703125,128.25,128.93260192871094,310.5237731933594,326.9082336425781,413.1700134277344,45.87917709350586,255.7100067138672,4537.41015625
2023-07-28,194.3564453125,528.8699951171875,132.2100067138672,132.10113525390625,324.2414245605469,334.47003173828125,425.7799987792969,46.72879409790039,266.44000244140625,4582.22998046875
2023-07-31,194.97177124023438,546.1699829101562,133.67999267578125,132.24061584472656,317.38763427734375,332.0483093261719,438.9700012207031,46.707794189453125,267.42999267578125,4588.9599609375
2023-08-01,194.13809204101562,549.0999755859375,131.69000244140625,131.07484436035156,321.48193359375,332.46343994140625,438.6199951171875,46.485897064208984,261.07000732421875,4576.72998046875
2023-08-02,191.13088989257812,530.2999877929688,128.2100067138672,127.91629791259766,313.1139221191406,323.725341796875,429.70001220703125,44.24891662597656,254.11000061035156,4513.39013671875
2023-08-03,189.73150634765625,523.760009765625,128.91000366210938,127.98602294921875,311.9981689453125,322.89501953125,431.0,44.49480438232422,259.32000732421875,4501.89013671875
